GRAM5_NEGATIVE_CONTROL_OK new axiom: unexpected axiom or universe arity: Gram5AuditNegative.hiddenAxiom
GRAM5_NEGATIVE_CONTROL_OK axiom only in proof body: unexpected axiom or universe arity: Gram5AuditNegative.hiddenAxiom
GRAM5_NEGATIVE_CONTROL_OK missing proof dependency: missing raw dependency: Gram5AuditNegative.doesNotExist
GRAM5_NEGATIVE_CONTROL_OK standard name with altered type: nonstandard axiom type: propext
GRAM5_NEGATIVE_CONTROL_OK standard name with altered universe arity: unexpected axiom or universe arity: propext
GRAM5_NEGATIVE_CONTROL_OK excluded declaration safety Lean.DefinitionSafety.unsafe: unsafe or partial dependency: Gram5AuditNegative.operationalRoot
GRAM5_NEGATIVE_CONTROL_OK excluded declaration safety Lean.DefinitionSafety.partial: unsafe or partial dependency: Gram5AuditNegative.operationalRoot
GRAM5_NEGATIVE_CONTROL_OK every expression-bearing syntax position was traversed
GRAM5_NEGATIVE_CONTROL_OK altered stored theorem body is detected by exact comparison
GRAM5_NEGATIVE_CONTROL_OK stored theorem with changed type: stored theorem differs in non-body fields
GRAM5_NEGATIVE_CONTROL_OK stored theorem replaced by an axiom: stored declaration differs outside the theorem-body case
GRAM5_NEGATIVE_CONTROL_OK stored proof refers back to its original name: stored theorem variant depends on its original name: Gram5AuditNegative.circularStoredVariant
GRAM5_NEGATIVE_CONTROL_OK new axiom in an alternate stored proof: unexpected axiom or universe arity: Gram5AuditNegative.hiddenAxiom
GRAM5_PROJECT_MODULE PBCounterexample.Basic records=41
GRAM5_PROJECT_DECL PBCounterexample.PolynomialSelection theorem PBCounterexample.PolynomialSelection.polynomialCover_homogeneous
GRAM5_PROJECT_DECL PBCounterexample.PolynomialSelection theorem _private.PBCounterexample.PolynomialSelection.0.PBCounterexample.PolynomialSelection.region.match_1.eq_2
GRAM5_PROJECT_DECL PBCounterexample.PolynomialSelection theorem PBCounterexample.PolynomialSelection.region_agrees
GRAM5_PROJECT_DECL PBCounterexample.PolynomialSelection theorem PBCounterexample.PolynomialSelection.label.eq_1
GRAM5_PROJECT_DECL PBCounterexample.PolynomialSelection theorem PBCounterexample.PolynomialSelection.polynomialCover._proof_2
GRAM5_PROJECT_DECL PBCounterexample.PolynomialSelection theorem PBCounterexample.PolynomialSelection.polynomialCover._proof_3
GRAM5_PROJECT_DECL PBCounterexample.PolynomialSelection definition PBCounterexample.PolynomialSelection.polynomialCover
GRAM5_PROJECT_DECL PBCounterexample.PolynomialSelection theorem PBCounterexample.PolynomialSelection.continuous_f
GRAM5_PROJECT_DECL PBCounterexample.PolynomialSelection theorem PBCounterexample.PolynomialSelection.f_positive_homogeneous
GRAM5_PROJECT_DECL PBCounterexample.PolynomialSelection theorem PBCounterexample.PolynomialSelection.minimum_eq_on_region
GRAM5_PROJECT_DECL PBCounterexample.PolynomialSelection theorem PBCounterexample.PolynomialSelection.f_eq_on_region
GRAM5_PROJECT_DECL PBCounterexample.PolynomialSelection theorem PBCounterexample.PolynomialSelection.minimum_le
GRAM5_PROJECT_DECL PBCounterexample.PolynomialSelection theorem PBCounterexample.PolynomialSelection.le_minimum_iff
GRAM5_PROJECT_DECL PBCounterexample.PolynomialSelection theorem PBCounterexample.PolynomialSelection.minimum.congr_simp
GRAM5_PROJECT_DECL PBCounterexample.PolynomialSelection definition PBCounterexample.PolynomialSelection.polynomialRegion
GRAM5_PROJECT_DECL PBCounterexample.PolynomialSelection definition PBCounterexample.PolynomialSelection.zeroRegion
GRAM5_PROJECT_DECL PBCounterexample.PolynomialSelection definition PBCounterexample.PolynomialSelection.region
GRAM5_PROJECT_DECL PBCounterexample.PolynomialSelection theorem PBCounterexample.PolynomialSelection.f.eq_1
GRAM5_PROJECT_DECL PBCounterexample.PolynomialSelection theorem PBCounterexample.PolynomialSelection.polynomialCover._proof_1
GRAM5_PROJECT_DECL PBCounterexample.PolynomialSelection theorem PBCounterexample.PolynomialSelection.polynomialCover._proof_4
GRAM5_PROJECT_DECL PBCounterexample.PolynomialSelection theorem PBCounterexample.PolynomialSelection.semialgebraic_zeroRegion
GRAM5_PROJECT_DECL PBCounterexample.PolynomialSelection theorem PBCounterexample.PolynomialSelection.f.congr_simp
GRAM5_PROJECT_DECL PBCounterexample.PolynomialSelection theorem PBCounterexample.PolynomialSelection.exists_minimum_eq
GRAM5_PROJECT_DECL PBCounterexample.PolynomialSelection theorem PBCounterexample.PolynomialSelection.label.eq_2
GRAM5_PROJECT_DECL PBCounterexample.PolynomialSelection theorem PBCounterexample.PolynomialSelection.polynomialCover._simp_1
GRAM5_PROJECT_DECL PBCounterexample.PolynomialSelection theorem PBCounterexample.PolynomialSelection.continuous_minimum
GRAM5_PROJECT_DECL PBCounterexample.PolynomialSelection theorem PBCounterexample.PolynomialSelection.semialgebraic_polynomialRegion
GRAM5_PROJECT_DECL PBCounterexample.PolynomialSelection definition PBCounterexample.PolynomialSelection.minimum
GRAM5_PROJECT_DECL PBCounterexample.PolynomialSelection theorem PBCounterexample.PolynomialSelection.f_zero
GRAM5_PROJECT_DECL PBCounterexample.PolynomialSelection theorem PBCounterexample.PolynomialSelection.minimum_smul
GRAM5_PROJECT_DECL PBCounterexample.PolynomialSelection theorem PBCounterexample.PolynomialSelection.polynomialCover._simp_2
GRAM5_PROJECT_DECL PBCounterexample.PolynomialSelection definition PBCounterexample.PolynomialSelection.region.match_1
GRAM5_PROJECT_DECL PBCounterexample.PolynomialSelection definition _private.PBCounterexample.PolynomialSelection.0.PBCounterexample.PolynomialSelection.region.match_1.splitter
GRAM5_PROJECT_DECL PBCounterexample.PolynomialSelection theorem PBCounterexample.PolynomialSelection.isClosed_zeroRegion
GRAM5_PROJECT_DECL PBCounterexample.PolynomialSelection theorem PBCounterexample.PolynomialSelection.region_covers_point
GRAM5_PROJECT_DECL PBCounterexample.PolynomialSelection theorem PBCounterexample.PolynomialSelection.minimum.eq_1
GRAM5_PROJECT_DECL PBCounterexample.PolynomialSelection theorem PBCounterexample.PolynomialSelection.isClosed_polynomialRegion
GRAM5_PROJECT_DECL PBCounterexample.PolynomialSelection definition PBCounterexample.PolynomialSelection.label
GRAM5_PROJECT_MODULE PBCounterexample.Gram5Selection records=15
GRAM5_PROJECT_DECL PBCounterexample.Gram5Selection definition PBCounterexample.Gram5.minimum
GRAM5_PROJECT_DECL PBCounterexample.Gram5Selection theorem PBCounterexample.Gram5.f.eq_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5Selection theorem PBCounterexample.Gram5.gram_kernel_zero_of_nonpos
GRAM5_PROJECT_DECL PBCounterexample.Gram5Selection theorem PBCounterexample.Gram5.f_of_determinant_nonpos
GRAM5_PROJECT_DECL PBCounterexample.Gram5Selection theorem PBCounterexample.Gram5.positiveMatrix_kernel_zero
GRAM5_PROJECT_DECL PBCounterexample.Gram5Selection theorem PBCounterexample.Gram5.polynomialCover_label
GRAM5_PROJECT_DECL PBCounterexample.Gram5Selection theorem PBCounterexample.Gram5.f_of_positive
GRAM5_PROJECT_DECL PBCounterexample.Gram5Selection definition PBCounterexample.Gram5.f
GRAM5_PROJECT_DECL PBCounterexample.Gram5Selection theorem PBCounterexample.Gram5.determinant_ne_zero
GRAM5_PROJECT_DECL PBCounterexample.Gram5Selection definition PBCounterexample.Gram5.polynomialCover
GRAM5_PROJECT_DECL PBCounterexample.Gram5Selection theorem PBCounterexample.Gram5.minimum_le
GRAM5_PROJECT_DECL PBCounterexample.Gram5Selection theorem PBCounterexample.Gram5.le_minimum_iff
GRAM5_PROJECT_DECL PBCounterexample.Gram5Selection theorem PBCounterexample.Gram5.continuous_f
GRAM5_PROJECT_DECL PBCounterexample.Gram5Selection theorem PBCounterexample.Gram5.polynomialCover_count
GRAM5_PROJECT_DECL PBCounterexample.Gram5Selection theorem PBCounterexample.Gram5.minimum._proof_1
GRAM5_PROJECT_MODULE PBCounterexample.Gram5Scaling records=50
GRAM5_PROJECT_DECL PBCounterexample.Gram5Scaling definition PBCounterexample.Gram5.determinantTerm26
GRAM5_PROJECT_DECL PBCounterexample.Gram5Scaling theorem PBCounterexample.Gram5.tendsto_determinant_div
GRAM5_PROJECT_DECL PBCounterexample.Gram5Scaling theorem PBCounterexample.Gram5.labelRemainder16.eq_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5Scaling theorem PBCounterexample.Gram5.labelRemainder14.eq_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5Scaling theorem PBCounterexample.Gram5.CorrectionFamily.matched_q_zero
GRAM5_PROJECT_DECL PBCounterexample.Gram5Scaling theorem PBCounterexample.Gram5.weightedScale_eq
GRAM5_PROJECT_DECL PBCounterexample.Gram5Scaling theorem PBCounterexample.Gram5.determinantTerm20.eq_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5Scaling theorem PBCounterexample.Gram5.CorrectionFamily.tendsto_leadingG_div
GRAM5_PROJECT_DECL PBCounterexample.Gram5Scaling theorem PBCounterexample.Gram5.tendsto_q_two_div._simp_1_3
GRAM5_PROJECT_DECL PBCounterexample.Gram5Scaling definition PBCounterexample.Gram5.determinantTerm20
GRAM5_PROJECT_DECL PBCounterexample.Gram5Scaling theorem PBCounterexample.Gram5.determinant.eq_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5Scaling theorem PBCounterexample.Gram5.determinantTerm22.eq_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5Scaling theorem PBCounterexample.Gram5.tendsto_q_two_div._simp_1_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5Scaling theorem PBCounterexample.Gram5.tendsto_determinant_div._simp_1_5
GRAM5_PROJECT_DECL PBCounterexample.Gram5Scaling theorem PBCounterexample.Gram5.CorrectionFamily.scaledPoint.eq_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5Scaling theorem PBCounterexample.Gram5.labelRemainder14._proof_2
GRAM5_PROJECT_DECL PBCounterexample.Gram5Scaling theorem PBCounterexample.Gram5.labelRemainder14._proof_3
GRAM5_PROJECT_DECL PBCounterexample.Gram5Scaling theorem PBCounterexample.Gram5.labelRemainder16._proof_2
GRAM5_PROJECT_DECL PBCounterexample.Gram5Scaling definition PBCounterexample.Gram5.labelRemainder16
GRAM5_PROJECT_DECL PBCounterexample.Gram5Scaling definition PBCounterexample.Gram5.labelRemainder14
GRAM5_PROJECT_DECL PBCounterexample.Gram5Scaling theorem PBCounterexample.Gram5.labelRemainder16._proof_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5Scaling theorem PBCounterexample.Gram5.labelRemainder14._proof_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5Scaling theorem PBCounterexample.Gram5.tendsto_determinant_div._simp_1_7
GRAM5_PROJECT_DECL PBCounterexample.Gram5Scaling theorem PBCounterexample.Gram5.tendsto_determinant_div._simp_1_4
GRAM5_PROJECT_DECL PBCounterexample.Gram5Scaling theorem PBCounterexample.Gram5.tendsto_determinant_div._simp_1_6
GRAM5_PROJECT_DECL PBCounterexample.Gram5Scaling theorem PBCounterexample.Gram5.q_three_weightedScale
GRAM5_PROJECT_DECL PBCounterexample.Gram5Scaling theorem PBCounterexample.Gram5.tendsto_determinant_div._simp_1_2
GRAM5_PROJECT_DECL PBCounterexample.Gram5Scaling definition PBCounterexample.Gram5.determinantTerm24
GRAM5_PROJECT_DECL PBCounterexample.Gram5Scaling theorem PBCounterexample.Gram5.determinantTerm26.eq_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5Scaling theorem PBCounterexample.Gram5.CorrectionFamily.matched_q_three
GRAM5_PROJECT_DECL PBCounterexample.Gram5Scaling theorem PBCounterexample.Gram5.CorrectionFamily.tendsto_leadingDeterminant_div
GRAM5_PROJECT_DECL PBCounterexample.Gram5Scaling theorem PBCounterexample.Gram5.determinantTerm22._proof_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5Scaling theorem PBCounterexample.Gram5.q_zero_weightedScale
GRAM5_PROJECT_DECL PBCounterexample.Gram5Scaling theorem PBCounterexample.Gram5.q_one_weightedScale
GRAM5_PROJECT_DECL PBCounterexample.Gram5Scaling theorem PBCounterexample.Gram5.determinant_weightedScale
GRAM5_PROJECT_DECL PBCounterexample.Gram5Scaling theorem PBCounterexample.Gram5.CorrectionFamily.matched_q_one
GRAM5_PROJECT_DECL PBCounterexample.Gram5Scaling theorem PBCounterexample.Gram5.tendsto_q_two_div._simp_1_6
GRAM5_PROJECT_DECL PBCounterexample.Gram5Scaling theorem PBCounterexample.Gram5.tendsto_q_two_div._simp_1_2
GRAM5_PROJECT_DECL PBCounterexample.Gram5Scaling theorem PBCounterexample.Gram5.tendsto_q_two_div._simp_1_7
GRAM5_PROJECT_DECL PBCounterexample.Gram5Scaling theorem PBCounterexample.Gram5.tendsto_q_two_div._simp_1_4
GRAM5_PROJECT_DECL PBCounterexample.Gram5Scaling theorem PBCounterexample.Gram5.determinantTerm24.eq_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5Scaling theorem PBCounterexample.Gram5.tendsto_q_two_div
GRAM5_PROJECT_DECL PBCounterexample.Gram5Scaling theorem PBCounterexample.Gram5.determinantTerm24._proof_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5Scaling definition PBCounterexample.Gram5.determinantTerm22
GRAM5_PROJECT_DECL PBCounterexample.Gram5Scaling theorem PBCounterexample.Gram5.determinantTerm20._proof_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5Scaling theorem PBCounterexample.Gram5.tendsto_q_two_div._simp_1_5
GRAM5_PROJECT_DECL PBCounterexample.Gram5Scaling theorem PBCounterexample.Gram5.tendsto_determinant_div._simp_1_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5Scaling theorem PBCounterexample.Gram5.determinantTerm20._proof_2
GRAM5_PROJECT_DECL PBCounterexample.Gram5Scaling theorem PBCounterexample.Gram5.q_two_weightedScale
GRAM5_PROJECT_DECL PBCounterexample.Gram5Scaling theorem PBCounterexample.Gram5.tendsto_determinant_div._simp_1_3
GRAM5_PROJECT_MODULE PBCounterexample.Gram5PositivePaths records=17
GRAM5_PROJECT_DECL PBCounterexample.Gram5PositivePaths theorem PBCounterexample.Gram5.eventually_gt_higher_power._simp_1_3
GRAM5_PROJECT_DECL PBCounterexample.Gram5PositivePaths theorem PBCounterexample.Gram5.eventually_gt_higher_power._simp_1_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5PositivePaths theorem PBCounterexample.Gram5.CorrectionFamily.eventually_f_zero
GRAM5_PROJECT_DECL PBCounterexample.Gram5PositivePaths theorem PBCounterexample.Gram5.CorrectionFamily.eventually_f_positive_height
GRAM5_PROJECT_DECL PBCounterexample.Gram5PositivePaths theorem PBCounterexample.Gram5.eventually_gt_higher_power._simp_1_5
GRAM5_PROJECT_DECL PBCounterexample.Gram5PositivePaths theorem PBCounterexample.Gram5.eventually_neg_of_div_pow_tendsto
GRAM5_PROJECT_DECL PBCounterexample.Gram5PositivePaths theorem PBCounterexample.Gram5.CorrectionFamily.eventually_minimum_eq
GRAM5_PROJECT_DECL PBCounterexample.Gram5PositivePaths theorem PBCounterexample.Gram5.CorrectionFamily.eventually_leadingDeterminant_neg
GRAM5_PROJECT_DECL PBCounterexample.Gram5PositivePaths theorem PBCounterexample.Gram5.eventually_gt_higher_power._simp_1_2
GRAM5_PROJECT_DECL PBCounterexample.Gram5PositivePaths theorem PBCounterexample.Gram5.eventually_gt_higher_power._simp_1_4
GRAM5_PROJECT_DECL PBCounterexample.Gram5PositivePaths theorem PBCounterexample.Gram5.eventually_gt_higher_power._simp_1_7
GRAM5_PROJECT_DECL PBCounterexample.Gram5PositivePaths theorem PBCounterexample.Gram5.eventually_gt_higher_power._simp_1_6
GRAM5_PROJECT_DECL PBCounterexample.Gram5PositivePaths theorem PBCounterexample.Gram5.eventually_pos_of_div_pow_tendsto
GRAM5_PROJECT_DECL PBCounterexample.Gram5PositivePaths theorem PBCounterexample.Gram5.eventually_abs_lt_radius
GRAM5_PROJECT_DECL PBCounterexample.Gram5PositivePaths theorem PBCounterexample.Gram5.CorrectionFamily.eventually_leadingG_pos
GRAM5_PROJECT_DECL PBCounterexample.Gram5PositivePaths theorem PBCounterexample.Gram5.eventually_gt_higher_power
GRAM5_PROJECT_DECL PBCounterexample.Gram5PositivePaths theorem PBCounterexample.Gram5.CorrectionFamily.eventually_leadingDeterminant_pos
GRAM5_PROJECT_MODULE PBCounterexample.Gram5FiniteTests records=15
GRAM5_PROJECT_DECL PBCounterexample.Gram5FiniteTests theorem PBCounterexample.Gram5.CorrectionFamily.shiftedTest.eq_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5FiniteTests definition PBCounterexample.Gram5.SameStrictSign
GRAM5_PROJECT_DECL PBCounterexample.Gram5FiniteTests theorem PBCounterexample.Gram5.CorrectionFamily.tendsto_shiftedTest_div._simp_1_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5FiniteTests definition PBCounterexample.Gram5.CorrectionFamily.shiftedTest
GRAM5_PROJECT_DECL PBCounterexample.Gram5FiniteTests theorem PBCounterexample.Gram5.CorrectionFamily.tendsto_shiftedTest_div._simp_1_5
GRAM5_PROJECT_DECL PBCounterexample.Gram5FiniteTests theorem PBCounterexample.Gram5.CorrectionFamily.tendsto_shiftedTest
GRAM5_PROJECT_DECL PBCounterexample.Gram5FiniteTests theorem PBCounterexample.Gram5.CorrectionFamily.tendsto_shiftedTest_div._simp_1_3
GRAM5_PROJECT_DECL PBCounterexample.Gram5FiniteTests theorem _private.PBCounterexample.Gram5FiniteTests.0.PBCounterexample.Gram5.sameStrictSign_of_tendsto
GRAM5_PROJECT_DECL PBCounterexample.Gram5FiniteTests theorem PBCounterexample.Gram5.exists_delta_finite_tests
GRAM5_PROJECT_DECL PBCounterexample.Gram5FiniteTests theorem PBCounterexample.Gram5.eventually_sameStrictSign_shifted
GRAM5_PROJECT_DECL PBCounterexample.Gram5FiniteTests theorem PBCounterexample.Gram5.CorrectionFamily.tendsto_shiftedTest_div
GRAM5_PROJECT_DECL PBCounterexample.Gram5FiniteTests theorem PBCounterexample.Gram5.CorrectionFamily.tendsto_shiftedTest_div._simp_1_6
GRAM5_PROJECT_DECL PBCounterexample.Gram5FiniteTests theorem PBCounterexample.Gram5.CorrectionFamily.tendsto_shiftedTest_div._simp_1_2
GRAM5_PROJECT_DECL PBCounterexample.Gram5FiniteTests theorem PBCounterexample.Gram5.CorrectionFamily.tendsto_shiftedTest_div._simp_1_7
GRAM5_PROJECT_DECL PBCounterexample.Gram5FiniteTests theorem PBCounterexample.Gram5.CorrectionFamily.tendsto_shiftedTest_div._simp_1_4
GRAM5_PROJECT_MODULE PBCounterexample.Gram5LeafLimits records=23
GRAM5_PROJECT_DECL PBCounterexample.Gram5LeafLimits theorem PBCounterexample.Gram5.LeafDecomposition.tendsto_eval_div_first._simp_1_5
GRAM5_PROJECT_DECL PBCounterexample.Gram5LeafLimits theorem PBCounterexample.Gram5.LeafDecomposition.eventually_transfer_zero
GRAM5_PROJECT_DECL PBCounterexample.Gram5LeafLimits theorem PBCounterexample.Gram5.LeafDecomposition.tendsto_eval_div_first._simp_1_6
GRAM5_PROJECT_DECL PBCounterexample.Gram5LeafLimits theorem PBCounterexample.Gram5.LeafDecomposition.tendsto_eval_div_first._simp_1_7
GRAM5_PROJECT_DECL PBCounterexample.Gram5LeafLimits theorem PBCounterexample.Gram5.LeafDecomposition.tendsto_eval_div_first._simp_1_4
GRAM5_PROJECT_DECL PBCounterexample.Gram5LeafLimits theorem PBCounterexample.Gram5.LeafDecomposition.tendsto_eval_div_first._simp_1_2
GRAM5_PROJECT_DECL PBCounterexample.Gram5LeafLimits theorem PBCounterexample.Gram5.LeafDecomposition.eventually_transfer_zero._simp_1_5
GRAM5_PROJECT_DECL PBCounterexample.Gram5LeafLimits definition PBCounterexample.Gram5.LeafDecomposition.effectiveValue
GRAM5_PROJECT_DECL PBCounterexample.Gram5LeafLimits theorem PBCounterexample.Gram5.LeafDecomposition.eventually_transfer_zero._simp_1_7
GRAM5_PROJECT_DECL PBCounterexample.Gram5LeafLimits theorem PBCounterexample.Gram5.LeafDecomposition.eventually_transfer_zero._simp_1_4
GRAM5_PROJECT_DECL PBCounterexample.Gram5LeafLimits theorem PBCounterexample.Gram5.LeafDecomposition.eventually_transfer_zero._simp_1_6
GRAM5_PROJECT_DECL PBCounterexample.Gram5LeafLimits theorem PBCounterexample.Gram5.LeafDecomposition.eventually_transfer_zero._simp_1_2
GRAM5_PROJECT_DECL PBCounterexample.Gram5LeafLimits theorem PBCounterexample.Gram5.LeafDecomposition.first_component_or_zero
GRAM5_PROJECT_DECL PBCounterexample.Gram5LeafLimits theorem PBCounterexample.Gram5.LeafDecomposition.eventually_transfer_first
GRAM5_PROJECT_DECL PBCounterexample.Gram5LeafLimits theorem PBCounterexample.Gram5.LeafDecomposition.tendsto_eval_div_zero
GRAM5_PROJECT_DECL PBCounterexample.Gram5LeafLimits theorem PBCounterexample.Gram5.LeafDecomposition.tendsto_eval_div_first._simp_1_3
GRAM5_PROJECT_DECL PBCounterexample.Gram5LeafLimits theorem PBCounterexample.Gram5.LeafDecomposition.tendsto_eval_div_first._simp_1_8
GRAM5_PROJECT_DECL PBCounterexample.Gram5LeafLimits theorem PBCounterexample.Gram5.LeafDecomposition.effectiveValue.eq_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5LeafLimits theorem PBCounterexample.Gram5.LeafDecomposition.tendsto_eval_div_first._proof_1_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5LeafLimits theorem PBCounterexample.Gram5.LeafDecomposition.tendsto_eval_div_first
GRAM5_PROJECT_DECL PBCounterexample.Gram5LeafLimits theorem PBCounterexample.Gram5.LeafDecomposition.eventually_transfer_zero._simp_1_1
GRAM5_PROJECT_DECL PBCounterexample.Gram5LeafLimits theorem PBCounterexample.Gram5.LeafDecomposition.eventually_transfer_zero._simp_1_3
GRAM5_PROJECT_DECL PBCounterexample.Gram5LeafLimits theorem PBCounterexample.Gram5.LeafDecomposition.first_component_or_zero._proof_1_1
GRAM5_PROJECT_MODULE PBCounterexample.LatticeThreshold records=2
GRAM5_PROJECT_DECL PBCounterexample.LatticeThreshold theorem PBCounterexample.not_isPolynomialLattice_of_finite_threshold_pairs
GRAM5_PROJECT_DECL PBCounterexample.LatticeThreshold theorem PBCounterexample.LatticeExpr.exists_finite_threshold_tests
GRAM5_PROJECT_MODULE PBCounterexample.Gram5FiniteFamily records=3
GRAM5_PROJECT_DECL PBCounterexample.Gram5FiniteFamily theorem PBCounterexample.Gram5.exists_finite_threshold_paths
GRAM5_PROJECT_DECL PBCounterexample.Gram5FiniteFamily theorem PBCounterexample.Gram5.not_isPolynomialLattice
GRAM5_PROJECT_DECL PBCounterexample.Gram5FiniteFamily theorem PBCounterexample.Gram5.exists_finite_threshold_pair
GRAM5_PROJECT_MODULE PBCounterexample.Gram5Degree records=8
GRAM5_PROJECT_DECL PBCounterexample.Gram5Degree theorem _private.PBCounterexample.Gram5Degree.0.PBCounterexample.Gram5.degree_three_sub
GRAM5_PROJECT_DECL PBCounterexample.Gram5Degree theorem PBCounterexample.Gram5.polynomialCover_totalDegree
GRAM5_PROJECT_DECL PBCounterexample.Gram5Degree theorem _private.PBCounterexample.Gram5Degree.0.PBCounterexample.Gram5.degree_three_of_weighted
GRAM5_PROJECT_DECL PBCounterexample.Gram5Degree theorem _private.PBCounterexample.Gram5Degree.0.PBCounterexample.Gram5.degree_three_C_mul
GRAM5_PROJECT_DECL PBCounterexample.Gram5Degree theorem _private.PBCounterexample.Gram5Degree.0.PBCounterexample.Gram5.degree_three_add
GRAM5_PROJECT_DECL PBCounterexample.Gram5Degree theorem PBCounterexample.Gram5.qPolynomial_totalDegree
GRAM5_PROJECT_DECL PBCounterexample.Gram5Degree theorem PBCounterexample.Gram5.labelRemainder14_weighted
GRAM5_PROJECT_DECL PBCounterexample.Gram5Degree theorem PBCounterexample.Gram5.labelRemainder16_weighted
GRAM5_PROJECT_MODULE PBCounterexample.Gram5Main records=3
GRAM5_PROJECT_DECL PBCounterexample.Gram5Main theorem PBCounterexample.Gram5.not_finite_sup_inf_polynomials
GRAM5_PROJECT_DECL PBCounterexample.Gram5Main theorem PBCounterexample.Gram5.exists_whole_space_counterexample
GRAM5_PROJECT_DECL PBCounterexample.Gram5Main theorem PBCounterexample.Gram5.whole_space_counterexample
GRAM5_PROJECT_MODULE gram5_independent_binding_20260908 records=49
GRAM5_PROJECT_DECL gram5_independent_binding_20260908 theorem _private.gram5_independent_binding_20260908.0.PBCounterexample.PolynomialSelection.region.match_1.eq_2
